tsa_id,tax_id,species,family_id,family_name,order_id,order_name,bioproject,biosample,sequence_read_archive,download_status
GCPL00000000.1,119672,Creobroter pictipennis,119670.0,Hymenopodidae,7504,Mantodea,PRJNA273029,SAMN03339332,SRR1811965,True
GCPM00000000.1,1133654,Phyllium philippinicum,58555.0,Phylliidae,7020,Phasmatodea,PRJNA273048,SAMN03339351,SRR1811984,True
GDBX00000000.1,1603028,Rhagadochir virgo,1215150.0,Scelembiidae,50657,Embioptera,PRJNA273054,SAMN03339357,SRR1811990,True
GCPI00000000.1,146832,Gonolabis marginalis,62747.0,Anisolabididae,27434,Dermaptera,PRJNA273035,SAMN03339338,SRR1811971,True
GDBW00000000.1,1603020,Tropidacris collaris,34652.0,Romaleidae,6993,Orthoptera,PRJNA273061,SAMN03339364,SRR1811997,True
GDBV00000000.1,1603006,Mantophasma sp. AD-2014,270859.0,Mantophasmatidae,192413,Mantophasmatodea,PRJNA273040,SAMN03339343,SRR1811976,True
GDBU00000000.1,614152,Trachyaretaon brueckneri,262140.0,Heteropterygidae,7020,Phasmatodea,PRJNA273060,SAMN03339363,SRR1811996,True
GCPG00000000.1,470930,Diestrammena asynamora,62768.0,Rhaphidophoridae,6993,Orthoptera,PRJNA273032,SAMN03339335,SRR1811968,True
GDCC00000000.1,1603018,Sipyloidea biplagiata,2506049.0,Lonchodidae,7020,Phasmatodea,PRJNA273056,SAMN03339359,SRR1811992,True
GDCQ00000000.1,1603007,Nemoura sp. AD-2014,62802.0,Nemouridae,50622,Plecoptera,PRJNA273042,SAMN03339345,SRR1811978,True
GGPJ00000000.1,85310,Nezara viridula,160513.0,Pentatomidae,7524,Hemiptera,PRJNA472074,SAMN09225366,SRR7184294,True
GFRL00000000.1,948398,Phyllomimus sinicus,62784.0,Tettigoniidae,6993,Orthoptera,PRJNA390923,SAMN07259747,SRR5796872,True
GGIT00000000.1,483260,Phenacoccus solenopsis,30190.0,Pseudococcidae,7524,Hemiptera,PRJNA436774,SAMN08631968,SRR6801044,True
GFUV00000000.1,129554,Anticarsia gemmatalis,7100.0,Noctuidae,7088,Lepidoptera,PRJNA308354,SAMN04394587,SRR4105315,True
GGBU00000000.1,323751,Adelphocoris suturalis,30083.0,Miridae,7524,Hemiptera,PRJNA418395,"SAMN08026812,SAMN08026817,SAMN08026818","SRR6322944,SRR6322963,SRR6322965",True
GGBQ00000000.1,236346,Adelphocoris lineolatus,30083.0,Miridae,7524,Hemiptera,PRJNA418395,SAMN08026811,SRR6322463,True
GGBO00000000.1,323752,Adelphocoris fasciaticollis,30083.0,Miridae,7524,Hemiptera,PRJNA418395,SAMN08026780,SRR6292184,True
GCXO00000000.1,1585373,Ladella sp. AD-2014,66049.0,Tropiduchidae,7524,Hemiptera,PRJNA272255,SAMN03341969,SRR1821928,True
GCYA00000000.1,56088,Limnoporus canaliculatus,36161.0,Gerridae,7524,Hemiptera,PRJNA272257,SAMN03341972,SRR1821929,True
GCZE00000000.1,491322,Melanoliarus placitus,36152.0,Cixiidae,7524,Hemiptera,PRJNA272269,SAMN03341980,SRR1821943,True
GCZJ00000000.1,340633,Unaspis euonymi,30080.0,Diaspididae,7524,Hemiptera,PRJNA272300,SAMN03342014,SRR1821978,True
GCWP00000000.1,74065,Dalbulus maidis,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272239,SAMN03341953,SRR1821981,True
GCYZ00000000.1,1585305,Trichocorixa calva,236405.0,Corixidae,7524,Hemiptera,PRJNA272296,SAMN03342010,SRR1821975,True
GCYF00000000.1,1594574,Nessorhinus gibberulus,30095.0,Membracidae,7524,Hemiptera,PRJNA272268,SAMN03341984,SRR1821942,True
GCXV00000000.1,299257,Megacopta cribraria,236385.0,Plataspidae,7524,Hemiptera,PRJNA272264,SAMN03341979,SRR1821956,True
GCWX00000000.1,1585299,Llanquihuea pilosa,1225616.0,Melizoderidae,7524,Hemiptera,PRJNA272258,SAMN03341973,SRR1821930,True
GCWR00000000.1,244443,Acrosternum hilare,160513.0,Pentatomidae,7524,Hemiptera,PRJNA272230,SAMN03341943,SRR1821909,True
GCWG00000000.1,236421,Anasa tristis,186376.0,Coreidae,7524,Hemiptera,PRJNA272215,SAMN03341928,SRR1821896,True
GCWK00000000.1,236416,Belostoma flumineum,38099.0,Belostomatidae,7524,Hemiptera,PRJNA272220,SAMN03341933,SRR1821900,True
GCWT00000000.1,1585285,Agallia constricta,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272213,SAMN03341926,SRR1821894,True
GCZD00000000.1,1585307,Vidanoana flavomaculata,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272302,SAMN03342016,SRR1821980,True
GCWZ00000000.1,1585290,Ceroplastes cirripediformis,30189.0,Coccidae,7524,Hemiptera,PRJNA272228,SAMN03341940,SRR1821905,True
GCYX00000000.1,121826,Trioza urticae,38124.0,Triozidae,7524,Hemiptera,PRJNA272298,SAMN03342012,SRR1821976,True
GCZC00000000.1,87311,Uroleucon ambrosiae,27482.0,Aphididae,7524,Hemiptera,PRJNA272301,SAMN03342015,SRR1821979,True
GCYY00000000.1,96551,Tuberolachnus salignus,96541.0,Lachnidae,7524,Hemiptera,PRJNA272299,SAMN03342013,SRR1821977,True
GCWY00000000.1,209971,Echmepteryx hageni,159970.0,Lepidopsocidae,30259,Psocoptera,PRJNA272240,SAMN03341954,SRR1821982,True
GCZM00000000.1,1291257,Cycadothrips chadwicki,38132.0,Aeolothripidae,30262,Thysanoptera,PRJNA272236,SAMN03341950,SRR1821908,True
GCZG00000000.1,1610781,Peloridium pomponorum,38152.0,Peloridiidae,7524,Hemiptera,PRJNA272276,SAMN03341991,SRR1821949,True
GCZA00000000.1,36667,Philaenus spumarius,36666.0,Aphrophoridae,7524,Hemiptera,PRJNA272277,SAMN03341992,SRR1821955,True
GCZF00000000.1,1465165,Ponana quadralaba,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272282,SAMN03341997,SRR1821957,True
GCYC00000000.1,121851,Pachypsylla celtidismamma,1566705.0,Aphalaridae,7524,Hemiptera,PRJNA272274,SAMN03341989,SRR1821948,True
GCXN00000000.1,1585375,Mapuchea sp. AD-2014,139811.0,Myerslopiidae,7524,Hemiptera,PRJNA272263,SAMN03341978,SRR1821937,True
GCXR00000000.1,1585298,Largus californicus,209984.0,Largidae,7524,Hemiptera,PRJNA272803,SAMN03341971,SRR1821933,True
GCXS00000000.1,236398,Mesovelia mulsanti,95686.0,Mesoveliidae,7524,Hemiptera,PRJNA272265,SAMN03341981,SRR1821940,True
GCXX00000000.1,1585298,Largus californicus,209984.0,Largidae,7524,Hemiptera,PRJNA272256,SAMN03341970,SRR1821932,True
GCXL00000000.1,1585318,Jalysus sp. AD-2014,236388.0,Berytidae,7524,Hemiptera,PRJNA272253,SAMN03341967,SRR1821926,True
GCWF00000000.1,130607,Bruchomorpha oculata,,,7524,Hemiptera,PRJNA272222,SAMN03341935,SRR1821902,True
GCXC00000000.1,1585284,Acanalonia conica,389990.0,Acanaloniidae,7524,Hemiptera,PRJNA272210,SAMN03341923,SRR1821891,True
GCWV00000000.1,38117,Dactylopius confusus,38115.0,Dactylopiidae,7524,Hemiptera,PRJNA272238,SAMN03341952,SRR1821914,True
GCYT00000000.1,1585306,Trionymus caricis,30190.0,Pseudococcidae,7524,Hemiptera,PRJNA272297,SAMN03342011,SRR1821974,True
GCYS00000000.1,1592895,Chalcocoris rutilans,160513.0,Pentatomidae,7524,Hemiptera,PRJNA272224,SAMN03341941,SRR1821971,True
GCYP00000000.1,1190598,Rhagovelia obesa,95677.0,Veliidae,7524,Hemiptera,PRJNA272289,SAMN03342004,SRR1821965,True
GCZK00000000.1,1585304,Stictocephala bisonia,30095.0,Membracidae,7524,Hemiptera,PRJNA272293,SAMN03342008,SRR1821970,True
GCYW00000000.1,1585347,Psyllopsis fraxinicola,1585420.0,Liviidae,7524,Hemiptera,PRJNA272285,SAMN03342000,SRR1821960,True
GCZB00000000.1,1585283,Sehirus cinctus,236375.0,Cydnidae,7524,Hemiptera,PRJNA272292,SAMN03342007,SRR1821969,True
GCYR00000000.1,133901,Frankliniella occidentalis,45053.0,Thripidae,30262,Thysanoptera,PRJNA272242,SAMN03341956,SRR1821972,True
GCYN00000000.1,1585353,Anoplogonius nigricollis,468258.0,Scutelleridae,7524,Hemiptera,PRJNA272216,SAMN03341929,SRR1821968,True
GCYK00000000.1,1010780,Reuteroscopus ornatus,30083.0,Miridae,7524,Hemiptera,PRJNA272288,SAMN03342003,SRR1821964,True
GCYE00000000.1,1585322,Scutelleridae sp. AD-2014,468258.0,Scutelleridae,7524,Hemiptera,PRJNA272291,SAMN03342006,SRR1821967,True
GCZI00000000.1,13262,Schizaphis graminum,27482.0,Aphididae,7524,Hemiptera,PRJNA272290,SAMN03342005,SRR1821966,True
GCZH00000000.1,236423,Prociphilus tessellatus,30187.0,Pemphigidae,7524,Hemiptera,PRJNA272283,SAMN03341998,SRR1821959,True
GCYJ00000000.1,139605,Prosapia bicincta,30086.0,Cercopidae,7524,Hemiptera,PRJNA272284,SAMN03341999,SRR1821958,True
GCYD00000000.1,469707,Ptycta johnsoni,50619.0,Psocidae,30259,Psocoptera,PRJNA272286,SAMN03342001,SRR1821962,True
GCYQ00000000.1,1585319,Phlaeothripidae sp. AD-2014,38137.0,Phlaeothripidae,30262,Thysanoptera,PRJNA272278,SAMN03341993,SRR1821954,True
GCYI00000000.1,237174,Phymata pennsylvanica,237172.0,Phymatidae,7524,Hemiptera,PRJNA272280,SAMN03341995,SRR1821953,True
GCYH00000000.1,1465156,Phylloscelis atra,36155.0,Dictyopharidae,7524,Hemiptera,PRJNA272279,SAMN03341994,SRR1821952,True
GCXZ00000000.1,1585363,Idiosystatus acutiusculus,33362.0,Delphacidae,7524,Hemiptera,PRJNA272251,SAMN03341965,SRR1821950,True
GCYM00000000.1,236326,Mezira granulata,236322.0,Aradidae,7524,Hemiptera,PRJNA272266,SAMN03341982,SRR1821939,True
GCXU00000000.1,1592893,Pagasa sp. AD-2014,57993.0,Nabidae,7524,Hemiptera,PRJNA272275,SAMN03341990,SRR1821951,True
GCXT00000000.1,1291281,Orothrips kelloggi,38132.0,Aeolothripidae,30262,Thysanoptera,PRJNA272273,SAMN03341988,SRR1821946,True
GCYL00000000.1,83647,Orius insidiosus,82738.0,Anthocoridae,7524,Hemiptera,PRJNA272271,SAMN03341986,SRR1821945,True
GCVW00000000.1,683869,Nabicula subcoleoptrata,57993.0,Nabidae,7524,Hemiptera,PRJNA272267,SAMN03341983,SRR1821941,True
GCXY00000000.1,7536,Oncopeltus fasciatus,7533.0,Lygaeidae,7524,Hemiptera,PRJNA272270,SAMN03341985,SRR1821944,True
GCXQ00000000.1,1585365,Macrohomotoma gladiata,376274.0,Homotomidae,7524,Hemiptera,PRJNA272262,SAMN03341977,SRR1821936,True
GCYB00000000.1,1291711,Lygaeus turcicus,7533.0,Lygaeidae,7524,Hemiptera,PRJNA272260,SAMN03341975,SRR1821935,True
GCXM00000000.1,50650,Lygus lineolaris,30083.0,Miridae,7524,Hemiptera,PRJNA272261,SAMN03341976,SRR1821934,True
GCXK00000000.1,1244200,Chauliops fallax,236391.0,Malcidae,7524,Hemiptera,PRJNA272229,SAMN03341942,SRR1821938,True
GCXH00000000.1,881479,Ischnodemus falicus,1202956.0,Blissidae,7524,Hemiptera,PRJNA272252,SAMN03341966,SRR1821925,True
GCXF00000000.1,1585300,Lopidea amorphae,30083.0,Miridae,7524,Hemiptera,PRJNA272259,SAMN03341974,SRR1821931,True
GCXW00000000.1,1585361,Holdgatiella chepuensis,30095.0,Membracidae,7524,Hemiptera,PRJNA272249,SAMN03341963,SRR1821924,True
GCXB00000000.1,121849,Heteropsylla cubana,30092.0,Psyllidae,7524,Hemiptera,PRJNA272248,SAMN03341962,SRR1821923,True
GCYG00000000.1,1585349,Chondrodire chilensis,36155.0,Dictyopharidae,7524,Hemiptera,PRJNA272294,SAMN03341944,SRR1821915,True
GCXI00000000.1,38104,Gelastocoris oculatus,38102.0,Gelastocoridae,7524,Hemiptera,PRJNA272243,SAMN03341957,SRR1821920,True
GCXG00000000.1,1585359,Hespenedra chilensis,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272247,SAMN03341961,SRR1821922,True
GCWJ00000000.1,1585297,Lachesilla contraforcepeta,239233.0,Lachesillidae,30259,Psocoptera,PRJNA272254,SAMN03341968,SRR1821927,True
GCWM00000000.1,1585316,Geocoris sp. AD-2014,7533.0,Lygaeidae,7524,Hemiptera,PRJNA272244,SAMN03341958,SRR1821921,True
GCXD00000000.1,35641,Geomydoecus ewingi,35635.0,Trichodectidae,85819,Phthiraptera,PRJNA272245,SAMN03341959,SRR1821919,True
GCWH00000000.1,1585371,Hoplitocoris sp. AD-2014,236831.0,Enicocephalidae,7524,Hemiptera,PRJNA272250,SAMN03341964,SRR1821918,True
GCVV00000000.1,139595,Empoasca fabae,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272241,SAMN03341955,SRR1821917,True
GCWL00000000.1,1585282,Piezosternum calidum,236386.0,Tessaratomidae,7524,Hemiptera,PRJNA272281,SAMN03341996,SRR1821916,True
GCWN00000000.1,1585369,Craspedorrhynchus sp. AD-2014,66236.0,Philopteridae,85819,Phthiraptera,PRJNA272235,SAMN03341949,SRR1821912,True
GCXA00000000.1,1585293,Corimelaena lateralis,468275.0,Thyreocoridae,7524,Hemiptera,PRJNA272234,SAMN03341948,SRR1821910,True
GCWQ00000000.1,1464866,Cyrpoptus belfragei,38096.0,Fulgoridae,7524,Hemiptera,PRJNA272237,SAMN03341951,SRR1821913,True
GCWW00000000.1,1585313,Coccus sp. AD-2014,30189.0,Coccidae,7524,Hemiptera,PRJNA272232,SAMN03341946,SRR1821911,True
GCWD00000000.1,135595,Campanulotes compar,66236.0,Philopteridae,85819,Phthiraptera,PRJNA272225,SAMN03341937,SRR1821983,True
GCWC00000000.1,1255142,Boisea trivittata,38106.0,Rhopalidae,7524,Hemiptera,PRJNA272221,SAMN03341934,SRR1821901,True
GCWB00000000.1,128991,Columbicola columbae,66236.0,Philopteridae,85819,Phthiraptera,PRJNA272233,SAMN03341947,SRR1821984,True
GCVU00000000.1,340536,Chrysomphalus aonidum,30080.0,Diaspididae,7524,Hemiptera,PRJNA272231,SAMN03341945,SRR1821907,True
GCWS00000000.1,1585312,Ceratocombus sp. AD-2014,237198.0,Ceratocombidae,7524,Hemiptera,PRJNA272227,SAMN03341939,SRR1821906,True
GCXE00000000.1,1585289,Buenoa margaritacea,50616.0,Notonectidae,7524,Hemiptera,PRJNA272223,SAMN03341936,SRR1821903,True
GCWE00000000.1,72517,Arilus cristatus,27479.0,Reduviidae,7524,Hemiptera,PRJNA272219,SAMN03341932,SRR1821899,True
GCWA00000000.1,1585355,Aphelonotus fraterculus,236445.0,Pachynomidae,7524,Hemiptera,PRJNA272218,SAMN03341931,SRR1821898,True
GCWO00000000.1,1585287,Aphalara polygoni,1566705.0,Aphalaridae,7524,Hemiptera,PRJNA272217,SAMN03341930,SRR1821897,True
GCVZ00000000.1,1585286,Alydus pilosus,41702.0,Alydidae,7524,Hemiptera,PRJNA272214,SAMN03341927,SRR1821895,True
GCXJ00000000.1,1585280,Acutaspis umbonifera,30080.0,Diaspididae,7524,Hemiptera,PRJNA272212,SAMN03341925,SRR1821893,True
GCWU00000000.1,1585310,Aclerda sp. AD-2014,249417.0,Aclerdidae,7524,Hemiptera,PRJNA272211,SAMN03341924,SRR1821892,True
GDEM00000000.1,1585308,Xenophyes metoponcus,38152.0,Peloridiidae,7524,Hemiptera,PRJNA272209,SAMN03331996,SRR2051515,True
GDFP00000000.1,121847,Glycaspis brimblecombei,1566705.0,Aphalaridae,7524,Hemiptera,PRJNA272182,SAMN03331969,SRR2051488,True
GDFL00000000.1,1585294,Elipsocus kuriliensis,239236.0,Elipsocidae,30259,Psocoptera,PRJNA272179,SAMN03331966,SRR2051485,True
GDFN00000000.1,121845,Diaphorina citri,1585420.0,Liviidae,7524,Hemiptera,PRJNA272175,SAMN03331962,SRR2051481,True
GDFO00000000.1,95691,Aquarius paludum,36161.0,Gerridae,7524,Hemiptera,PRJNA272163,SAMN03331950,SRR2051469,True
GDFC00000000.1,1585345,Neoblaste papillosa,50619.0,Psocidae,30259,Psocoptera,PRJNA272199,SAMN03331986,SRR2051505,True
GDFI00000000.1,37000,Pyrrhocoris apterus,36998.0,Pyrrhocoridae,7524,Hemiptera,PRJNA272203,SAMN03331990,SRR2051509,True
GDFA00000000.1,1545162,Metatropis rufescens,236388.0,Berytidae,7524,Hemiptera,PRJNA272197,SAMN03331984,SRR2051503,True
GDFF00000000.1,1585357,Centrotus cornutus,30095.0,Membracidae,7524,Hemiptera,PRJNA272169,SAMN03331956,SRR2051475,True
GDFJ00000000.1,696229,Lygaeus equestris,7533.0,Lygaeidae,7524,Hemiptera,PRJNA272193,SAMN03331980,SRR2051499,True
GDFM00000000.1,297892,Franklinothrips vespiformis,38132.0,Aeolothripidae,30262,Thysanoptera,PRJNA272181,SAMN03331968,SRR2051487,True
GDEZ00000000.1,1561047,Arocatus melanocephalus,7533.0,Lygaeidae,7524,Hemiptera,PRJNA272165,SAMN03331952,SRR2051471,True
GDFE00000000.1,1585281,Caliscelis bonellii,,,7524,Hemiptera,PRJNA272168,SAMN03331955,SRR2051474,True
GDFH00000000.1,1185500,Metcalfa pruinosa,30089.0,Flatidae,7524,Hemiptera,PRJNA272198,SAMN03331985,SRR2051504,True
GDFG00000000.1,297922,Badonnelia titei,297920.0,Sphaeropsocidae,30259,Psocoptera,PRJNA272166,SAMN03331953,SRR2051472,True
GDEV00000000.1,469694,Longivalvus nubilus,50619.0,Psocidae,30259,Psocoptera,PRJNA272192,SAMN03331979,SRR2051498,True
GDDU00000000.1,1585301,Peripsocus phaeopterus,239234.0,Peripsocidae,30259,Psocoptera,PRJNA272201,SAMN03331988,SRR2051507,True
GDDT00000000.1,297979,Mesopsocus unipunctatus,209949.0,Mesopsocidae,30259,Psocoptera,PRJNA272196,SAMN03331983,SRR2051502,True
GDEU00000000.1,297992,Heterocaecilius solocipennis,297989.0,Pseudocaeciliidae,30259,Psocoptera,PRJNA272187,SAMN03331974,SRR2051493,True
GDEY00000000.1,1585309,Aaroniella sp. AD-2014,209996.0,Philotarsidae,30259,Psocoptera,PRJNA272159,SAMN03331946,SRR2051465,True
GDET00000000.1,1585311,Bertkauia sp. AD-2014,209957.0,Epipsocidae,30259,Psocoptera,PRJNA272167,SAMN03331954,SRR2051473,True
GDDS00000000.1,209965,Stimulopalpus japonicus,209963.0,Amphientomidae,30259,Psocoptera,PRJNA272205,SAMN03331992,SRR2051511,True
GDES00000000.1,280219,Plea minutissima,236409.0,Pleidae,7524,Hemiptera,PRJNA272202,SAMN03331989,SRR2051508,True
GDEQ00000000.1,280209,Aphelocheirus aestivalis,236408.0,Aphelocheiridae,7524,Hemiptera,PRJNA272161,SAMN03331948,SRR2051467,True
GDER00000000.1,280090,Saldula saltatoria,50654.0,Saldidae,7524,Hemiptera,PRJNA272204,SAMN03331991,SRR2051510,True
GDEP00000000.1,1240369,Dictyophara europaea,36155.0,Dictyopharidae,7524,Hemiptera,PRJNA272176,SAMN03331963,SRR2051482,True
GDEX00000000.1,166225,Tachycixius pilosus,36152.0,Cixiidae,7524,Hemiptera,PRJNA272206,SAMN03331993,SRR2051512,True
GDEW00000000.1,280203,Ilyocoris cimicoides,236406.0,Naucoridae,7524,Hemiptera,PRJNA272189,SAMN03331976,SRR2051495,True
GDDR00000000.1,1545103,Corixa punctata,236405.0,Corixidae,7524,Hemiptera,PRJNA272172,SAMN03331959,SRR2051478,True
GDFD00000000.1,1452765,Aradus betulae,236322.0,Aradidae,7524,Hemiptera,PRJNA272164,SAMN03331951,SRR2051470,True
GDEO00000000.1,139497,Ulopa reticulata,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272207,SAMN03331994,SRR2051513,True
GDEN00000000.1,295201,Aphrophora alni,36666.0,Aphrophoridae,7524,Hemiptera,PRJNA272162,SAMN03331949,SRR2051468,True
GDEK00000000.1,79782,Cimex lectularius,30078.0,Cimicidae,7524,Hemiptera,PRJNA272171,SAMN03331958,SRR2051477,True
GDED00000000.1,575839,Diplonychus rusticus,38099.0,Belostomatidae,7524,Hemiptera,PRJNA272177,SAMN03331964,SRR2051483,True
GDEI00000000.1,160133,Haematomyzus elephantis,85821.0,Haematomyzidae,85819,Phthiraptera,PRJNA272185,SAMN03331972,SRR2051491,True
GDEG00000000.1,446445,Hydrometra stagnorum,95683.0,Hydrometridae,7524,Hemiptera,PRJNA272188,SAMN03331975,SRR2051494,True
GDEH00000000.1,260537,Notonecta glauca,50616.0,Notonectidae,7524,Hemiptera,PRJNA272200,SAMN03331987,SRR2051506,True
GDEA00000000.1,209976,Cerobasis guestfalica,209974.0,Trogiidae,30259,Psocoptera,PRJNA272170,SAMN03331957,SRR2051476,True
GDEB00000000.1,58002,Daktulosphaira vitifoliae,33384.0,Phylloxeridae,7524,Hemiptera,PRJNA272174,SAMN03331961,SRR2051480,True
GDDZ00000000.1,209955,Hemipsocus chloroticus,209953.0,Hemipsocidae,30259,Psocoptera,PRJNA272186,SAMN03331973,SRR2051492,True
GDFK00000000.1,1585315,Embidopsocus sp. AD-2014,2545764.0,Liposcelididae,30259,Psocoptera,PRJNA272180,SAMN03331967,SRR2051486,True
GDFB00000000.1,1407767,Valenzuela badiostigma,159975.0,Caeciliusidae,30259,Psocoptera,PRJNA272208,SAMN03331995,SRR2051514,True
GDEJ00000000.1,138816,Echinophthirius horridus,138814.0,Echinophthiriidae,85819,Phthiraptera,PRJNA272178,SAMN03331965,SRR2051484,True
GDEL00000000.1,1585296,Lachesilla abiesicola,239233.0,Lachesillidae,30259,Psocoptera,PRJNA272191,SAMN03331978,SRR2051497,True
GDDY00000000.1,239255,Graphopsocus cruciatus,209993.0,Stenopsocidae,30259,Psocoptera,PRJNA272184,SAMN03331971,SRR2051490,True
GDDQ00000000.1,297957,Matsumuraiella radiopicta,297955.0,Dasydemellidae,30259,Psocoptera,PRJNA272194,SAMN03331981,SRR2051500,True
GDDX00000000.1,297952,Amphipsocus japonicus,239232.0,Amphipsocidae,30259,Psocoptera,PRJNA272160,SAMN03331947,SRR2051466,True
GDDW00000000.1,369451,Corythucha ciliata,236450.0,Tingidae,7524,Hemiptera,PRJNA272173,SAMN03331960,SRR2051479,True
GDEF00000000.1,1464911,Graphocephala fennahi,30102.0,Cicadellidae,7524,Hemiptera,PRJNA272183,SAMN03331970,SRR2051489,True
GAYV00000000.2,185214,Liposcelis bostrychophila,2545764.0,Liposcelididae,30259,Psocoptera,PRJNA219573,SAMN02047187,SRR921613,True
GAWQ00000000.2,1323542,Okanagana villosa,7033.0,Cicadidae,7524,Hemiptera,PRJNA219585,SAMN02047193,SRR921625,True
GASV00000000.2,537464,Notostira elongata,30083.0,Miridae,7524,Hemiptera,PRJNA219583,SAMN02047151,SRR921623,True
GATV00000000.2,227363,Perla marginata,51551.0,Perlidae,50622,Plecoptera,PRJNA219591,SAMN02047115,SRR921631,True
GAYF00000000.2,108931,Nilaparvata lugens,33362.0,Delphacidae,7524,Hemiptera,PRJNA219582,SAMN02047185,SRR921622,True
GAUJ00000000.2,222816,Orussus abietinus,27528.0,Orussidae,7399,Hymenoptera,PRJNA219586,SAMN02047118,SRR921626,True
GAYC00000000.2,446453,Osmylus fulvicephalus,279424.0,Osmylidae,7516,Neuroptera,PRJNA219587,SAMN02047166,SRR921627,True
GATB00000000.2,627751,Metallyticus splendidus,267106.0,Metallyticidae,7504,Mantodea,PRJNA219580,SAMN02047174,SRR921620,True
GAUF00000000.2,1323566,Leuctra sp. AD-2013,143733.0,Leuctridae,50622,Plecoptera,PRJNA219571,SAMN02047153,SRR921611,True
GAWR00000000.2,328185,Menopon gallinae,50630.0,Menoponidae,85819,Phthiraptera,PRJNA219579,SAMN02047141,SRR921619,True
GASW00000000.2,7507,Mantis religiosa,7505.0,Mantidae,7504,Mantodea,PRJNA219575,SAMN02047157,SRR921615,True
GAXF00000000.2,170843,Planococcus citri,30190.0,Pseudococcidae,7524,Hemiptera,PRJNA219593,SAMN02047127,SRR921633,True
GAWJ00000000.2,614134,Peruphasma schultei,58556.0,Pseudophasmatidae,7020,Phasmatodea,PRJNA219592,SAMN02047114,SRR921632,True
GAYZ00000000.2,280158,Ranatra linearis,236403.0,Nepidae,7524,Hemiptera,PRJNA219599,SAMN02047138,SRR921639,True
GAWX00000000.2,88556,Trialeurodes vaporariorum,7036.0,Aleyrodidae,7524,Hemiptera,PRJNA219611,SAMN02047126,SRR921651,True
GAVX00000000.2,61476,Timema cristinae,213546.0,Timematidae,7020,Phasmatodea,PRJNA219610,SAMN02047191,SRR921650,True
GAXB00000000.2,1323568,Tanzaniophasma sp. AD-2013,409171.0,Tanzaniophasmatidae,192413,Mantophasmatodea,PRJNA219604,SAMN02047176,SRR921644,True
GAXC00000000.2,161013,Thrips palmi,45053.0,Thripidae,30262,Thysanoptera,PRJNA219609,SAMN02047112,SRR921649,True
GASQ00000000.2,288127,Tetrix subulata,58550.0,Tetrigidae,6993,Orthoptera,PRJNA219606,SAMN02047150,SRR921646,True
GAWW00000000.2,1323543,Tenthredo koehleri,27532.0,Tenthredinidae,7399,Hymenoptera,PRJNA219605,SAMN02047159,SRR921645,True
GAYI00000000.2,1254495,Xenophysella greensladeae,38152.0,Peloridiidae,7524,Hemiptera,PRJNA219618,SAMN02047181,SRR921658,True
GAUI00000000.2,2054904,Subilla sp. AD-2014,50483.0,Raphidiidae,50482,Raphidioptera,PRJNA219617,SAMN02047106,SRR921657,True
GAUO00000000.2,301293,Velia caprai,95677.0,Veliidae,7524,Hemiptera,PRJNA219616,SAMN02047131,SRR921656,True
GAXG00000000.2,59752,Gynaikothrips ficorum,38137.0,Phlaeothripidae,30262,Thysanoptera,PRJNA219563,SAMN02047111,SRR921603,True
GAZH00000000.2,279416,Inocellia crassicornis,140688.0,Inocelliidae,50482,Raphidioptera,PRJNA219567,SAMN02047103,SRR921607,True
GAUY00000000.2,1323538,Gyrinus marinus,107778.0,Gyrinidae,7041,Coleoptera,PRJNA219564,SAMN02047132,SRR921604,True
GAWZ00000000.2,1323563,Gryllotalpa sp. AD-2013,208677.0,Gryllotalpidae,6993,Orthoptera,PRJNA219562,SAMN02047167,SRR921602,True
GAWN00000000.2,378494,Galloisiana yuasai,244939.0,Grylloblattidae,58557,Grylloblattodea,PRJNA219560,SAMN02047172,SRR921600,True
GAYA00000000.2,1323545,Zorotypus caudelli,178298.0,Zorotypidae,30265,Zoraptera,PRJNA219620,SAMN02047173,SRR921660,True
GAZF00000000.2,759921,Essigella californica,96541.0,Lachnidae,7524,Hemiptera,PRJNA219554,SAMN02047099,SRR921594,True
GAYQ00000000.2,13068,Forficula auricularia,27437.0,Forficulidae,27434,Dermaptera,PRJNA219558,SAMN02047143,SRR921598,True
GAPT00000000.2,322492,Ectopsocus briggsi,38128.0,Ectopsocidae,30259,Psocoptera,PRJNA219550,SAMN01801569,SRR645929,True
GAZG00000000.2,1323562,Eurylophella sp. AD-2013,50633.0,Ephemerellidae,30073,Ephemeroptera,PRJNA219556,SAMN02047200,SRR921596,True
GAXW00000000.2,516507,Euroleon nostras,27427.0,Myrmeleontidae,7516,Neuroptera,PRJNA219555,SAMN02047165,SRR921595,True
GAYE00000000.2,407008,Frankliniella cephalica,45053.0,Thripidae,30262,Thysanoptera,PRJNA219559,SAMN02047110,SRR921599,True
GAVW00000000.2,126247,Epiophlebia superstes,126192.0,Epiophlebiidae,6961,Odonata,PRJNA219553,SAMN02047171,SRR921592,True
