,index,id,tax_id,species,family_name,order_name,source
294,294,GDEU00000000.1,297992,Heterocaecilius solocipennis,Pseudocaeciliidae,Psocoptera,TSA
295,295,GDEY00000000.1,1585309,Aaroniella sp. AD-2014,Philotarsidae,Psocoptera,TSA
296,296,GDET00000000.1,1585311,Bertkauia sp. AD-2014,Epipsocidae,Psocoptera,TSA
297,297,GDDS00000000.1,209965,Stimulopalpus japonicus,Amphientomidae,Psocoptera,TSA
298,298,GDES00000000.1,280219,Plea minutissima,Pleidae,Hemiptera,TSA
299,299,GDEQ00000000.1,280209,Aphelocheirus aestivalis,Aphelocheiridae,Hemiptera,TSA
300,300,GDER00000000.1,280090,Saldula saltatoria,Saldidae,Hemiptera,TSA
301,301,GDEP00000000.1,1240369,Dictyophara europaea,Dictyopharidae,Hemiptera,TSA
302,302,GDEX00000000.1,166225,Tachycixius pilosus,Cixiidae,Hemiptera,TSA
303,303,GDEW00000000.1,280203,Ilyocoris cimicoides,Naucoridae,Hemiptera,TSA
304,304,GDDR00000000.1,1545103,Corixa punctata,Corixidae,Hemiptera,TSA
305,305,GDFD00000000.1,1452765,Aradus betulae,Aradidae,Hemiptera,TSA
306,306,GDEO00000000.1,139497,Ulopa reticulata,Cicadellidae,Hemiptera,TSA
307,307,GDEN00000000.1,295201,Aphrophora alni,Aphrophoridae,Hemiptera,TSA
308,308,GDEK00000000.1,79782,Cimex lectularius,Cimicidae,Hemiptera,TSA
309,309,GDED00000000.1,575839,Diplonychus rusticus,Belostomatidae,Hemiptera,TSA
310,310,GDEI00000000.1,160133,Haematomyzus elephantis,Haematomyzidae,Phthiraptera,TSA
311,311,GDEG00000000.1,446445,Hydrometra stagnorum,Hydrometridae,Hemiptera,TSA
312,312,GDEH00000000.1,260537,Notonecta glauca,Notonectidae,Hemiptera,TSA
313,313,GDEA00000000.1,209976,Cerobasis guestfalica,Trogiidae,Psocoptera,TSA
314,314,GDEB00000000.1,58002,Daktulosphaira vitifoliae,Phylloxeridae,Hemiptera,TSA
315,315,GDDZ00000000.1,209955,Hemipsocus chloroticus,Hemipsocidae,Psocoptera,TSA
316,316,GDFK00000000.1,1585315,Embidopsocus sp. AD-2014,Liposcelididae,Psocoptera,TSA
317,317,GDFB00000000.1,1407767,Valenzuela badiostigma,Caeciliusidae,Psocoptera,TSA
318,318,GDEJ00000000.1,138816,Echinophthirius horridus,Echinophthiriidae,Phthiraptera,TSA
319,319,GDEL00000000.1,1585296,Lachesilla abiesicola,Lachesillidae,Psocoptera,TSA
320,320,GDDY00000000.1,239255,Graphopsocus cruciatus,Stenopsocidae,Psocoptera,TSA
321,321,GDDQ00000000.1,297957,Matsumuraiella radiopicta,Dasydemellidae,Psocoptera,TSA
322,322,GDDX00000000.1,297952,Amphipsocus japonicus,Amphipsocidae,Psocoptera,TSA
323,323,GDDW00000000.1,369451,Corythucha ciliata,Tingidae,Hemiptera,TSA
324,324,GDEF00000000.1,1464911,Graphocephala fennahi,Cicadellidae,Hemiptera,TSA
325,325,GAYV00000000.2,185214,Liposcelis bostrychophila,Liposcelididae,Psocoptera,TSA
326,326,GAWQ00000000.2,1323542,Okanagana villosa,Cicadidae,Hemiptera,TSA
327,327,GASV00000000.2,537464,Notostira elongata,Miridae,Hemiptera,TSA
328,328,GATV00000000.2,227363,Perla marginata,Perlidae,Plecoptera,TSA
329,329,GAYF00000000.2,108931,Nilaparvata lugens,Delphacidae,Hemiptera,TSA
330,330,GAUJ00000000.2,222816,Orussus abietinus,Orussidae,Hymenoptera,TSA
331,331,GAYC00000000.2,446453,Osmylus fulvicephalus,Osmylidae,Neuroptera,TSA
332,332,GATB00000000.2,627751,Metallyticus splendidus,Metallyticidae,Mantodea,TSA
333,333,GAUF00000000.2,1323566,Leuctra sp. AD-2013,Leuctridae,Plecoptera,TSA
334,334,GAWR00000000.2,328185,Menopon gallinae,Menoponidae,Phthiraptera,TSA
335,335,GASW00000000.2,7507,Mantis religiosa,Mantidae,Mantodea,TSA
336,336,GAXF00000000.2,170843,Planococcus citri,Pseudococcidae,Hemiptera,TSA
337,337,GAWJ00000000.2,614134,Peruphasma schultei,Pseudophasmatidae,Phasmatodea,TSA
338,338,GAYZ00000000.2,280158,Ranatra linearis,Nepidae,Hemiptera,TSA
339,339,GAWX00000000.2,88556,Trialeurodes vaporariorum,Aleyrodidae,Hemiptera,TSA
340,340,GAVX00000000.2,61476,Timema cristinae,Timematidae,Phasmatodea,TSA
341,341,GAXB00000000.2,1323568,Tanzaniophasma sp. AD-2013,Tanzaniophasmatidae,Mantophasmatodea,TSA
342,342,GAXC00000000.2,161013,Thrips palmi,Thripidae,Thysanoptera,TSA
343,343,GASQ00000000.2,288127,Tetrix subulata,Tetrigidae,Orthoptera,TSA
344,344,GAWW00000000.2,1323543,Tenthredo koehleri,Tenthredinidae,Hymenoptera,TSA
345,345,GAYI00000000.2,1254495,Xenophysella greensladeae,Peloridiidae,Hemiptera,TSA
346,346,GAUI00000000.2,2054904,Subilla sp. AD-2014,Raphidiidae,Raphidioptera,TSA
347,347,GAUO00000000.2,301293,Velia caprai,Veliidae,Hemiptera,TSA
348,348,GAXG00000000.2,59752,Gynaikothrips ficorum,Phlaeothripidae,Thysanoptera,TSA
349,349,GAZH00000000.2,279416,Inocellia crassicornis,Inocelliidae,Raphidioptera,TSA
350,350,GAUY00000000.2,1323538,Gyrinus marinus,Gyrinidae,Coleoptera,TSA
351,351,GAWZ00000000.2,1323563,Gryllotalpa sp. AD-2013,Gryllotalpidae,Orthoptera,TSA
352,352,GAWN00000000.2,378494,Galloisiana yuasai,Grylloblattidae,Grylloblattodea,TSA
353,353,GAYA00000000.2,1323545,Zorotypus caudelli,Zorotypidae,Zoraptera,TSA
354,354,GAZF00000000.2,759921,Essigella californica,Lachnidae,Hemiptera,TSA
355,355,GAYQ00000000.2,13068,Forficula auricularia,Forficulidae,Dermaptera,TSA
356,356,GAPT00000000.2,322492,Ectopsocus briggsi,Ectopsocidae,Psocoptera,TSA
357,357,GAZG00000000.2,1323562,Eurylophella sp. AD-2013,Ephemerellidae,Ephemeroptera,TSA
358,358,GAXW00000000.2,516507,Euroleon nostras,Myrmeleontidae,Neuroptera,TSA
359,359,GAYE00000000.2,407008,Frankliniella cephalica,Thripidae,Thysanoptera,TSA
360,360,GAVW00000000.2,126247,Epiophlebia superstes,Epiophlebiidae,Odonata,TSA
361,361,GATG00000000.2,559164,Corydalus cornutus,Corydalidae,Megaloptera,TSA
362,362,GAUN00000000.2,279269,Cercopis vulnerata,Cercopidae,Hemiptera,TSA
363,363,GAZN00000000.2,89837,Cryptocercus wrighti,Cryptocercidae,Blattodea,TSA
364,364,GAYO00000000.2,126173,Cordulegaster boltonii,Cordulegastridae,Odonata,TSA
365,365,GAYD00000000.2,36942,Blaberus atropos,Blaberidae,Blattodea,TSA
366,366,GAYM00000000.2,52612,Calopteryx splendens,Calopterygidae,Odonata,TSA
367,367,GATU00000000.2,1476881,Baetis sp. AD-2013,Baetidae,Ephemeroptera,TSA
368,368,GAWU00000000.2,911381,Aposthonia japonica,Oligotomidae,Embioptera,TSA
369,369,GAUW00000000.2,1323532,Apachyus charteceus,Apachyidae,Dermaptera,TSA
370,370,GAUV00000000.2,483950,Acanthosoma haemorrhoidale,Acanthosomatidae,Hemiptera,TSA
371,371,GATW00000000.2,135881,Aleochara curtula,Staphylinidae,Coleoptera,TSA
372,372,GAYY00000000.2,1323547,Acanthocasuarina muellerianae,Triozidae,Hemiptera,TSA
373,373,GCYV00000000.1,2565833,Megatibicen dorsatus,Cicadidae,Hemiptera,TSA
374,374,GFUX00000000.1,13686,Solenopsis invicta,Formicidae,Hymenoptera,TSA
375,375,GFNN00000000.1,1113323,Premolis semirufa,Erebidae,Lepidoptera,TSA
376,376,GFWI00000000.1,29058,Helicoverpa armigera,Noctuidae,Lepidoptera,TSA
377,377,GGEP00000000.1,7386,Sarcophaga peregrina,Sarcophagidae,Diptera,TSA
378,378,GGHC00000000.1,670586,Gymnosoma nitens,Tachinidae,Diptera,TSA
379,379,GGHH00000000.1,2086286,Ulurumyia macalpinei,Ulurumyiidae,Diptera,TSA
380,380,GGHE00000000.1,460530,Mesembrinella bellardiana,Calliphoridae,Diptera,TSA
381,381,GGHN00000000.1,559684,Hebecnema umbratica,Muscidae,Diptera,TSA
382,382,GGHB00000000.1,2086277,Cylindromyia sp. CylindSp011,Tachinidae,Diptera,TSA
383,383,GGHV00000000.1,2086280,Verticia nigra,Calliphoridae,Diptera,TSA
384,384,GGHU00000000.1,2086279,Stevenia sp. StevSp012,Rhinophoridae,Diptera,TSA
385,385,GGHT00000000.1,2086295,Sarcophaga sp. SarcoSp002,Sarcophagidae,Diptera,TSA
386,386,GGHS00000000.1,569086,Pseudogonia rufifrons,Tachinidae,Diptera,TSA
387,387,GGHR00000000.1,559703,Polietes lardarius,Muscidae,Diptera,TSA
388,388,GGHQ00000000.1,1511665,Phaonia angelicae,Muscidae,Diptera,TSA
389,389,GGHP00000000.1,81695,Mystacinobia zelandica,Mystacinobiidae,Diptera,TSA
390,390,GGHG00000000.1,559692,Mydaea urbana,Muscidae,Diptera,TSA
391,391,GGHF00000000.1,57893,Muscina stabulans,Muscidae,Diptera,TSA
392,392,GGHO00000000.1,1918278,Mintho rufiventris,Tachinidae,Diptera,TSA
393,393,GGHD00000000.1,2086278,Eurychaeta muscaria,Calliphoridae,Diptera,TSA
394,394,GGGY00000000.1,2086284,Bixinia sp. RSM007,Rhinophoridae,Diptera,TSA
395,395,GGGW00000000.1,2086282,Amenia sp. RSM006,Calliphoridae,Diptera,TSA
396,396,GGJZ00000000.1,42296,Colias eurytheme,Pieridae,Lepidoptera,TSA
397,397,GGKC00000000.1,33424,Heliconius cydno,Nymphalidae,Lepidoptera,TSA
398,398,GGJY00000000.1,64459,Pieris rapae,Pieridae,Lepidoptera,TSA
399,399,GGKB00000000.1,76194,Papilio polytes,Papilionidae,Lepidoptera,TSA
400,400,GGFB00000000.1,109024,Laupala cerasina,Gryllidae,Orthoptera,TSA
401,401,IADJ00000000.1,273928,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,TSA
402,402,GGSD00000000.1,51040,Gryllus veletis,Gryllidae,Orthoptera,TSA
403,403,GGLM00000000.1,7368,Haematobia irritans,Muscidae,Diptera,TSA
404,404,GFNP00000000.1,29058,Helicoverpa armigera,Noctuidae,Lepidoptera,TSA
405,405,GFPX00000000.1,170557,Timema poppensis,Timematidae,Phasmatodea,TSA
406,406,GFPZ00000000.1,61484,Timema tahoe,Timematidae,Phasmatodea,TSA
407,407,GFPY00000000.1,629360,Timema shepardi,Timematidae,Phasmatodea,TSA
408,408,GFPV00000000.1,170555,Timema monikensis,Timematidae,Phasmatodea,TSA
409,409,GFPR00000000.1,629358,Timema genevievae,Timematidae,Phasmatodea,TSA
410,410,GFPW00000000.1,61482,Timema podura,Timematidae,Phasmatodea,TSA
411,411,GFPU00000000.1,61478,Timema douglasi,Timematidae,Phasmatodea,TSA
412,412,GFPT00000000.1,61476,Timema cristinae,Timematidae,Phasmatodea,TSA
413,413,GFPS00000000.1,61474,Timema californicum,Timematidae,Phasmatodea,TSA
414,414,GFPP00000000.1,61472,Timema bartmani,Timematidae,Phasmatodea,TSA
415,415,GGPH00000000.1,946270,Diceroprocta semicincta,Cicadidae,Hemiptera,TSA
416,416,GGOB00000000.1,153811,Chrysomela lapponica,Chrysomelidae,Coleoptera,TSA
417,417,GBJC00000000.1,6978,Periplaneta americana,Blattidae,Blattodea,TSA
418,418,GGNV00000000.1,7539,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,TSA
419,419,GFZR00000000.1,1936067,Eutolmus rufibarbis,Asilidae,Diptera,TSA
420,420,GFZQ00000000.1,1936065,Machimus arthriticus,Asilidae,Diptera,TSA
421,421,GFRV00000000.1,51655,Plutella xylostella,Plutellidae,Lepidoptera,TSA
422,422,GCCL00000000.1,446435,Ecdyonurus insignis,Heptageniidae,Ephemeroptera,TSA
423,423,GCDM00000000.1,1168655,Mortonagrion selenion,Coenagrionidae,Odonata,TSA
424,424,GGMU00000000.1,544596,Serangium japonicum,Coccinellidae,Coleoptera,TSA
425,425,GGMS00000000.1,143950,Sipha flava,Aphididae,Hemiptera,TSA
426,426,GGMW00000000.1,480707,Adoxophyes orana,Tortricidae,Lepidoptera,TSA
427,427,GGGI00000000.1,63433,Leptopilina boulardi,Figitidae,Hymenoptera,TSA
428,428,GGMR00000000.1,13262,Schizaphis graminum,Aphididae,Hemiptera,TSA
429,429,GGKM00000000.1,53598,Trichogramma chilonis,Trichogrammatidae,Hymenoptera,TSA
430,430,GGMY00000000.1,252295,Carposina sasakii,Carposinidae,Lepidoptera,TSA
431,431,GFAX00000000.1,7022,Carausius morosus,Lonchodidae,Phasmatodea,TSA
432,432,GFXC00000000.1,217632,Anoplophora chinensis,Cerambycidae,Coleoptera,TSA
433,433,GGGP00000000.1,396416,Bombus pyrosoma,Apidae,Hymenoptera,TSA
434,434,GGLW00000000.1,874455,Arctia plantaginis,Erebidae,Lepidoptera,TSA
435,435,GFMG00000000.1,6999,Gryllus bimaculatus,Gryllidae,Orthoptera,TSA
436,436,GGLV00000000.1,36955,Panchlora nivea,Blaberidae,Blattodea,TSA
437,437,GGKZ00000000.1,482137,Chrysoperla zastrowi sillemi,Chrysopidae,Neuroptera,TSA
438,438,GDVN00000000.1,6997,Acheta domesticus,Gryllidae,Orthoptera,TSA
439,439,GCND00000000.1,34682,Syritta pipiens,Syrphidae,Diptera,TSA
440,440,GCMV00000000.1,511117,Merodon equestris,Syrphidae,Diptera,TSA
441,441,GCNH00000000.1,1572576,Zacompsia fulva,Ulidiidae,Diptera,TSA
442,442,GCMU00000000.1,88686,Megaselia abdita,Phoridae,Diptera,TSA
443,443,GCNI00000000.1,1572525,Meroplius fasciculatus,Sepsidae,Diptera,TSA
444,444,GCMR00000000.1,385268,Lonchoptera bifurcata,Lonchopteridae,Diptera,TSA
445,445,GCME00000000.1,414824,Leucozona lucorum,Syrphidae,Diptera,TSA
446,446,GCMW00000000.1,1162231,Pipiza noctiluca,Syrphidae,Diptera,TSA
447,447,GCGU00000000.1,1572536,Platypeza anthrax,Platypezidae,Diptera,TSA
448,448,GCHQ00000000.1,226145,Ferdinandea cuprea,Syrphidae,Diptera,TSA
449,449,GCGL00000000.1,1572519,Eristalis pertinax,Syrphidae,Diptera,TSA
450,450,GCGE00000000.1,1572530,Nephrocerus atrapilus,Pipunculidae,Diptera,TSA
451,451,GCGT00000000.1,92598,Melanostoma scalare,Syrphidae,Diptera,TSA
452,452,GCGO00000000.1,188255,Heteropsilopus ingenuus,Dolichopodidae,Diptera,TSA
453,453,GCFT00000000.1,1572560,Lenophila dentipes,Platystomatidae,Diptera,TSA
454,454,GCFM00000000.1,286459,Episyrphus balteatus,Syrphidae,Diptera,TSA
455,455,GCFG00000000.1,226178,Baccha elongata,Syrphidae,Diptera,TSA
456,456,GCFH00000000.1,1572511,Archimicrodon brachycerus,Syrphidae,Diptera,TSA
457,457,GCEW00000000.1,1572539,Sapromyza sciomyzina,Lauxaniidae,Diptera,TSA
458,458,GGKQ00000000.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,TSA
459,459,GGKK00000000.1,7048,Sitophilus oryzae,Curculionidae,Coleoptera,TSA
460,460,GGBC00000000.1,54969,Polypedilum nubifer,Chironomidae,Diptera,TSA
461,461,GGBJ00000000.1,2038294,Corethrella calathicola,Chaoboridae,Diptera,TSA
462,462,GGAW00000000.1,2038288,Atrichopogon sp. Cera GD1,Ceratopogonidae,Diptera,TSA
463,463,GGBH00000000.1,2038293,Dixa sp. Dix1,Dixidae,Diptera,TSA
464,464,GGAY00000000.1,191634,Procladius villosimanus,Chironomidae,Diptera,TSA
465,465,GGAV00000000.1,2038286,Scatopsidae sp. GD3,Scatopsidae,Diptera,TSA
466,466,GGBM00000000.1,325441,Tripteroides aranoides,Culicidae,Diptera,TSA
467,467,GGBL00000000.1,2038295,Toxorhynchites sp. Toxo,Culicidae,Diptera,TSA
468,468,GGBK00000000.1,1572515,Chaoborus flavidulus,Chaoboridae,Diptera,TSA
469,469,GGBI00000000.1,2038302,cf. Dixella/Nothodixa sp. Dix2,Dixidae,Diptera,TSA
470,470,GGBP00000000.1,2038301,Simulium sp. Sim Corn,Simuliidae,Diptera,TSA
471,471,GGBG00000000.1,2038300,cf. Paracnephia sp. Prosim 2,Simuliidae,Diptera,TSA
472,472,GGBE00000000.1,2038299,Kiefferophyes invenustulus,Chironomidae,Diptera,TSA
473,473,GGBF00000000.1,2038292,Austrothaumalea cf. denticulata Cul1,Thaumaleidae,Diptera,TSA
474,474,GGBD00000000.1,2038291,Cardiocladius sp. GF1,Chironomidae,Diptera,TSA
475,475,GGBB00000000.1,2038290,Telmatogeton pectinata,Chironomidae,Diptera,TSA
476,476,GGBA00000000.1,880189,Paraheptagyia tonnoiri,Chironomidae,Diptera,TSA
477,477,GGAX00000000.1,2038289,Podonomus sp. Cul2,Chironomidae,Diptera,TSA
478,478,GGAZ00000000.1,2038297,Telmatopelopia nemorum,Chironomidae,Diptera,TSA
479,479,GGAN00000000.1,2038287,Dasyhelea sp. Cera B11,Ceratopogonidae,Diptera,TSA
480,480,GFFZ00000000.1,1936065,Machimus arthriticus,Asilidae,Diptera,TSA
481,481,GFGB00000000.1,468822,Dasypogon diadema,Asilidae,Diptera,TSA
482,482,GCDK00000000.1,283855,Hyles euphorbiae,Sphingidae,Lepidoptera,TSA
483,483,GFJU00000000.1,768153,Tomicus yunnanensis,Curculionidae,Coleoptera,TSA
484,484,GBML00000000.1,1124895,Symmorphus murarius,Vespidae,Hymenoptera,TSA
485,485,GBMF00000000.1,1124900,Discoelius zonalis,Vespidae,Hymenoptera,TSA
486,486,GBMZ00000000.1,1507341,Chlorodynerus chloroticus,Vespidae,Hymenoptera,TSA
487,487,GBTI00000000.1,1507347,Leptochilus alpestris,Vespidae,Hymenoptera,TSA
488,488,GBOX00000000.1,1507166,Quartinia thebaica,Vespidae,Hymenoptera,TSA
489,489,GBMD00000000.1,76990,Ancistrocerus nigricornis,Vespidae,Hymenoptera,TSA
490,490,GBMR00000000.1,1506742,Delta sp. AD-2014,Vespidae,Hymenoptera,TSA
491,491,GBMO00000000.1,1507108,Celonites abbreviatus,Vespidae,Hymenoptera,TSA
492,492,GBTG00000000.1,1507333,Alastor atropos,Vespidae,Hymenoptera,TSA
493,493,GBTN00000000.1,1507345,Gymnomerus laevipes,Vespidae,Hymenoptera,TSA
494,494,GBLO00000000.1,390864,Cosmocomoidea morgani,Mymaridae,Hymenoptera,TSA
495,495,GBLM00000000.1,272213,Cosmocomoidea triguttata,Mymaridae,Hymenoptera,TSA
496,496,GBLN00000000.1,273962,Cosmocomoidea morrilli,Mymaridae,Hymenoptera,TSA
497,497,GCVC00000000.1,1585351,Allodynerus rossii,Vespidae,Hymenoptera,TSA
498,498,GDLP00000000.1,1661898,Paragymnomerus spiricornis,Vespidae,Hymenoptera,TSA
499,499,GBWT00000000.1,1348599,Odynerus spinipes,Vespidae,Hymenoptera,TSA
500,500,GBVQ00000000.1,1507173,Stenodynerus steckianus,Vespidae,Hymenoptera,TSA
501,501,GBVS00000000.1,1507349,Microdynerus nugdunensis,Vespidae,Hymenoptera,TSA
502,502,GBQQ00000000.1,1507141,Katamenes arbustorum,Vespidae,Hymenoptera,TSA
503,503,GBNU00000000.1,1124884,Euodynerus quadrifasciatus,Vespidae,Hymenoptera,TSA
504,504,GBOT00000000.1,1507167,Rhynchium cyanopterum,Vespidae,Hymenoptera,TSA
505,505,GGEG00000000.1,1488900,Papaipema speciosissima,Noctuidae,Lepidoptera,TSA
506,506,GGEH00000000.1,2016772,Papaipema sp. 4 SJO-2017,Noctuidae,Lepidoptera,TSA
507,507,GFGA00000000.1,1936067,Eutolmus rufibarbis,Asilidae,Diptera,TSA
508,508,GFQP00000000.1,41180,Eriocrania semipurpurella,Eriocraniidae,Lepidoptera,TSA
509,509,GGFL00000000.1,43151,Anopheles darlingi,Culicidae,Diptera,TSA
510,510,GGFK00000000.1,58253,Anopheles triannulatus,Culicidae,Diptera,TSA
511,511,GGFJ00000000.1,58244,Anopheles marajoara,Culicidae,Diptera,TSA
512,512,GGFM00000000.1,58242,Anopheles braziliensis,Culicidae,Diptera,TSA
513,513,GGFF00000000.1,30067,Anopheles nuneztovari,Culicidae,Diptera,TSA
514,514,GGFG00000000.1,36170,Myrmecia gulosa,Formicidae,Hymenoptera,TSA
515,515,GGEV00000000.1,65038,Planotortrix octo,Tortricidae,Lepidoptera,TSA
516,516,GGET00000000.1,65029,Ctenopseustis herana,Tortricidae,Lepidoptera,TSA
517,517,GGEU00000000.1,65035,Planotortrix excessana,Tortricidae,Lepidoptera,TSA
518,518,GEOI00000000.1,197179,Cylas formicarius,Brentidae,Coleoptera,TSA
519,519,GFBX00000000.1,58604,Hemideina crassidens,Anostostomatidae,Orthoptera,TSA
520,520,GFBW00000000.1,1394545,Hemideina thoracica,Anostostomatidae,Orthoptera,TSA
521,521,GGEO00000000.1,65030,Ctenopseustis obliquana,Tortricidae,Lepidoptera,TSA
522,522,GCOO00000000.1,938169,Phyllodes eyndhovii,Noctuidae,Lepidoptera,TSA
523,523,GCJS00000000.1,214311,Phragmatobia fuliginosa,Erebidae,Lepidoptera,TSA
524,524,GCNU00000000.1,938170,Amata phegea,Erebidae,Lepidoptera,TSA
525,525,GGCK00000000.1,375433,Microplitis mediator,Braconidae,Hymenoptera,TSA
526,526,GGEJ00000000.1,1485382,Copidosoma sosares,Encyrtidae,Hymenoptera,TSA
527,527,GBWK00000000.1,1115613,Leucospis dorsigera,Leucospidae,Hymenoptera,TSA
528,528,GBVC00000000.1,559132,Metaphycus flavus,Encyrtidae,Hymenoptera,TSA
529,529,GBUU00000000.1,1506745,Ormyrus sp. AD-2014,Ormyridae,Hymenoptera,TSA
530,530,GBPF00000000.1,1462594,Theocolax elegans,Pteromalidae,Hymenoptera,TSA
531,531,GBQC00000000.1,261815,Eurytoma brunniventris,Eurytomidae,Hymenoptera,TSA
532,532,GBOV00000000.1,1507160,Philotrypesis parca,Pteromalidae,Hymenoptera,TSA
533,533,GBPA00000000.1,1507335,Bootanomyia dorsalis,Megastigmidae,Hymenoptera,TSA
534,534,GCUN00000000.1,303658,Eucharis adscendens,Eucharitidae,Hymenoptera,TSA
535,535,GBMC00000000.1,72267,Trichogramma evanescens,Trichogrammatidae,Hymenoptera,TSA
536,536,GCUU00000000.1,1585314,Elasmus sp. AD-2014,Eulophidae,Hymenoptera,TSA
537,537,GBUE00000000.1,1507106,Brasema neomexicana,Eupelmidae,Hymenoptera,TSA
538,538,GBUD00000000.1,1506747,Oodera sp. AD-2014,Pteromalidae,Hymenoptera,TSA
539,539,GBTH00000000.1,1506735,Courtella sp. AD-2014,Agaonidae,Hymenoptera,TSA
540,540,GBTK00000000.1,297830,Aphelinus abdominalis,Aphelinidae,Hymenoptera,TSA
541,541,GBMM00000000.1,459345,Tamarixia radiata,Eulophidae,Hymenoptera,TSA
542,542,GBMN00000000.1,310279,Eupelmus urozonus,Eupelmidae,Hymenoptera,TSA
543,543,GBNE00000000.1,161199,Leptomastix dactylopii,Encyrtidae,Hymenoptera,TSA
544,544,GBNA00000000.1,1507153,Otitesella tsamvi,Pteromalidae,Hymenoptera,TSA
545,545,GBPD00000000.1,457090,Sycophila biguttata,Eurytomidae,Hymenoptera,TSA
546,546,GBPB00000000.1,1507142,Lachaisea equicollis,Pteromalidae,Hymenoptera,TSA
547,547,GBMI00000000.1,1507162,Podagrion pachymerum,Torymidae,Hymenoptera,TSA
548,548,GBLT00000000.1,1507159,Perilampus aeneus,Perilampidae,Hymenoptera,TSA
549,549,GBWL00000000.1,632107,Pachycrepoideus vindemmiae,Pteromalidae,Hymenoptera,TSA
550,550,GBWB00000000.1,1000698,Philocaenus barbarus,Pteromalidae,Hymenoptera,TSA
551,551,GBVR00000000.1,337974,Lariophagus distinguendus,Pteromalidae,Hymenoptera,TSA
552,552,GBVV00000000.1,162946,Spalangia cameroni,Pteromalidae,Hymenoptera,TSA
553,553,GBVN00000000.1,32400,Encarsia formosa,Aphelinidae,Hymenoptera,TSA
554,554,GBTR00000000.1,1507177,Tanaostigmodes howardii,Tanaostigmatidae,Hymenoptera,TSA
555,555,GBTW00000000.1,1507132,Elisabethiella stueckenbergi,Agaonidae,Hymenoptera,TSA
556,556,GFTU00000000.1,13064,Euscelidius variegatus,Cicadellidae,Hemiptera,TSA
557,557,GGBS00000000.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,TSA
558,558,IACV00000000.1,108931,Nilaparvata lugens,Delphacidae,Hemiptera,TSA
559,559,GGAH00000000.1,273928,Trypoxylus dichotomus,Scarabaeidae,Coleoptera,TSA
560,560,GFWQ00000000.1,58824,Plodia interpunctella,Pyralidae,Lepidoptera,TSA
561,561,GFXV00000000.1,742174,Melanaphis sacchari,Aphididae,Hemiptera,TSA
562,562,GFOS00000000.1,1921105,Rhagovelia antilleana,Veliidae,Hemiptera,TSA
563,563,GFLV00000000.1,72781,Formica exsecta,Formicidae,Hymenoptera,TSA
564,564,GGAA00000000.1,64902,Nicrophorus orbicollis,Silphidae,Coleoptera,TSA
565,565,GFZI00000000.1,1185617,Microplitis tuberculifer,Braconidae,Hymenoptera,TSA
566,566,IAAD00000000.1,144036,Pogonomyrmex californicus,Formicidae,Hymenoptera,TSA
567,567,GFWX00000000.1,197161,Ischnura elegans,Coenagrionidae,Odonata,TSA
568,568,GFAB00000000.1,7108,Spodoptera frugiperda,Noctuidae,Lepidoptera,TSA
569,569,GFPC00000000.1,7425,Nasonia vitripennis,Pteromalidae,Hymenoptera,TSA
570,570,GFPB00000000.1,543379,Trichomalopsis sarcophagae,Pteromalidae,Hymenoptera,TSA
571,571,GFPA00000000.1,51948,Urolepis rufipes,Pteromalidae,Hymenoptera,TSA
572,572,GFOZ00000000.1,7426,Nasonia giraulti,Pteromalidae,Hymenoptera,TSA
573,573,GECQ00000000.1,460024,Murgantia histrionica,Pentatomidae,Hemiptera,TSA
574,574,GFWP00000000.1,113103,Sogatella furcifera,Delphacidae,Hemiptera,TSA
575,575,GFVN00000000.1,110368,Bicyclus anynana,Nymphalidae,Lepidoptera,TSA
576,576,GFXM00000000.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,TSA
577,577,GDLA00000000.1,1342029,Larinus minutus,Curculionidae,Coleoptera,TSA
578,578,GDNJ00000000.1,1661495,Heterochelus sp. AD-2015,Scarabaeidae,Coleoptera,TSA
579,579,GDPL00000000.1,63706,Oreina cacaliae,Chrysomelidae,Coleoptera,TSA
580,580,GDNW00000000.1,186067,Cucujus clavipes,Cucujidae,Coleoptera,TSA
581,581,GDPU00000000.1,1661804,Macrosiagon limbatum,Ripiphoridae,Coleoptera,TSA
582,582,GDMY00000000.1,1661493,Dryops sp. AD-2015,Dryopidae,Coleoptera,TSA
583,583,GDNM00000000.1,1661920,Xylobiops basilaris,Bostrichidae,Coleoptera,TSA
584,584,GDPC00000000.1,295689,Thanasimus formicarius,Cleridae,Coleoptera,TSA
585,585,GDOQ00000000.1,292448,Micromalthus debilis,Micromalthidae,Coleoptera,TSA
586,586,GDLJ00000000.1,1661808,Anorus arizonicus,Dascillidae,Coleoptera,TSA
587,587,GDLI00000000.1,1661832,Hypocaccus fitchi,Histeridae,Coleoptera,TSA
588,588,GDPQ00000000.1,296003,Lagria hirta,Tenebrionidae,Coleoptera,TSA
589,589,GDPR00000000.1,1208885,Hydrochara caraboides,Hydrophilidae,Coleoptera,TSA
590,590,HACL00000000.1,7165,Anopheles gambiae,Culicidae,Diptera,TSA
